,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0004639,True,,True,True,,True,,,True,True,True,,
PATT0004640,True,,True,True,,True,,,True,True,,True,
PATT0004641,True,,True,True,,True,,,True,True,,,True
PATT0004642,True,,True,True,,True,,,True,,True,True,
PATT0004643,True,,True,True,,True,,,True,,True,,True
PATT0004644,True,,True,True,,True,,,True,,,True,True
PATT0004645,True,,True,True,,True,,,,True,True,True,
PATT0004646,True,,True,True,,True,,,,True,True,,True
PATT0004647,True,,True,True,,True,,,,True,,True,True
PATT0004648,True,,True,True,,True,,,,,True,True,True
PATT0004649,True,,True,True,,,True,True,True,True,,,
PATT0004650,True,,True,True,,,True,True,True,,True,,
PATT0004651,True,,True,True,,,True,True,True,,,True,
PATT0004652,True,,True,True,,,True,True,True,,,,True
PATT0004653,True,,True,True,,,True,True,,True,True,,
PATT0004654,True,,True,True,,,True,True,,True,,True,
PATT0004655,True,,True,True,,,True,True,,True,,,True
PATT0004656,True,,True,True,,,True,True,,,True,True,
PATT0004657,True,,True,True,,,True,True,,,True,,True
PATT0004658,True,,True,True,,,True,True,,,,True,True
PATT0004659,True,,True,True,,,True,,True,True,True,,
PATT0004660,True,,True,True,,,True,,True,True,,True,
PATT0004661,True,,True,True,,,True,,True,True,,,True
PATT0004662,True,,True,True,,,True,,True,,True,True,
PATT0004663,True,,True,True,,,True,,True,,True,,True
PATT0004664,True,,True,True,,,True,,True,,,True,True
PATT0004665,True,,True,True,,,True,,,True,True,True,
PATT0004666,True,,True,True,,,True,,,True,True,,True
PATT0004667,True,,True,True,,,True,,,True,,True,True
PATT0004668,True,,True,True,,,True,,,,True,True,True
PATT0004669,True,,True,True,,,,True,True,True,True,,
PATT0004670,True,,True,True,,,,True,True,True,,True,
PATT0004671,True,,True,True,,,,True,True,True,,,True
PATT0004672,True,,True,True,,,,True,True,,True,True,
PATT0004673,True,,True,True,,,,True,True,,True,,True
PATT0004674,True,,True,True,,,,True,True,,,True,True
PATT0004675,True,,True,True,,,,True,,True,True,True,
PATT0004676,True,,True,True,,,,True,,True,True,,True
PATT0004677,True,,True,True,,,,True,,True,,True,True
PATT0004678,True,,True,True,,,,True,,,True,True,True
PATT0004679,True,,True,True,,,,,True,True,True,True,
PATT0004680,True,,True,True,,,,,True,True,True,,True
PATT0004681,True,,True,True,,,,,True,True,,True,True
PATT0004682,True,,True,True,,,,,True,,True,True,True
PATT0004683,True,,True,True,,,,,,True,True,True,True
PATT0004684,True,,True,,True,True,True,True,True,,,,
PATT0004685,True,,True,,True,True,True,True,,True,,,
PATT0004686,True,,True,,True,True,True,True,,,True,,
PATT0004687,True,,True,,True,True,True,True,,,,True,
PATT0004688,True,,True,,True,True,True,True,,,,,True
PATT0004689,True,,True,,True,True,True,,True,True,,,
PATT0004690,True,,True,,True,True,True,,True,,True,,
PATT0004691,True,,True,,True,True,True,,True,,,True,
PATT0004692,True,,True,,True,True,True,,True,,,,True
PATT0004693,True,,True,,True,True,True,,,True,True,,
PATT0004694,True,,True,,True,True,True,,,True,,True,
PATT0004695,True,,True,,True,True,True,,,True,,,True
PATT0004696,True,,True,,True,True,True,,,,True,True,
PATT0004697,True,,True,,True,True,True,,,,True,,True
PATT0004698,True,,True,,True,True,True,,,,,True,True
PATT0004699,True,,True,,True,True,,True,True,True,,,
PATT0004700,True,,True,,True,True,,True,True,,True,,
PATT0004701,True,,True,,True,True,,True,True,,,True,
PATT0004702,True,,True,,True,True,,True,True,,,,True
PATT0004703,True,,True,,True,True,,True,,True,True,,
PATT0004704,True,,True,,True,True,,True,,True,,True,
PATT0004705,True,,True,,True,True,,True,,True,,,True
PATT0004706,True,,True,,True,True,,True,,,True,True,
PATT0004707,True,,True,,True,True,,True,,,True,,True
PATT0004708,True,,True,,True,True,,True,,,,True,True
PATT0004709,True,,True,,True,True,,,True,True,True,,
PATT0004710,True,,True,,True,True,,,True,True,,True,
PATT0004711,True,,True,,True,True,,,True,True,,,True
PATT0004712,True,,True,,True,True,,,True,,True,True,
PATT0004713,True,,True,,True,True,,,True,,True,,True
PATT0004714,True,,True,,True,True,,,True,,,True,True
PATT0004715,True,,True,,True,True,,,,True,True,True,
PATT0004716,True,,True,,True,True,,,,True,True,,True
PATT0004717,True,,True,,True,True,,,,True,,True,True
PATT0004718,True,,True,,True,True,,,,,True,True,True
PATT0004719,True,,True,,True,,True,True,True,True,,,
PATT0004720,True,,True,,True,,True,True,True,,True,,
PATT0004721,True,,True,,True,,True,True,True,,,True,
PATT0004722,True,,True,,True,,True,True,True,,,,True
PATT0004723,True,,True,,True,,True,True,,True,True,,
PATT0004724,True,,True,,True,,True,True,,True,,True,
PATT0004725,True,,True,,True,,True,True,,True,,,True
PATT0004726,True,,True,,True,,True,True,,,True,True,
PATT0004727,True,,True,,True,,True,True,,,True,,True
PATT0004728,True,,True,,True,,True,True,,,,True,True
PATT0004729,True,,True,,True,,True,,True,True,True,,
PATT0004730,True,,True,,True,,True,,True,True,,True,
PATT0004731,True,,True,,True,,True,,True,True,,,True
PATT0004732,True,,True,,True,,True,,True,,True,True,
PATT0004733,True,,True,,True,,True,,True,,True,,True
PATT0004734,True,,True,,True,,True,,True,,,True,True
PATT0004735,True,,True,,True,,True,,,True,True,True,
PATT0004736,True,,True,,True,,True,,,True,True,,True
PATT0004737,True,,True,,True,,True,,,True,,True,True
PATT0004738,True,,True,,True,,True,,,,True,True,True
PATT0004739,True,,True,,True,,,True,True,True,True,,
PATT0004740,True,,True,,True,,,True,True,True,,True,
PATT0004741,True,,True,,True,,,True,True,True,,,True
PATT0004742,True,,True,,True,,,True,True,,True,True,
PATT0004743,True,,True,,True,,,True,True,,True,,True
PATT0004744,True,,True,,True,,,True,True,,,True,True
PATT0004745,True,,True,,True,,,True,,True,True,True,
PATT0004746,True,,True,,True,,,True,,True,True,,True
PATT0004747,True,,True,,True,,,True,,True,,True,True
PATT0004748,True,,True,,True,,,True,,,True,True,True
PATT0004749,True,,True,,True,,,,True,True,True,True,
PATT0004750,True,,True,,True,,,,True,True,True,,True
PATT0004751,True,,True,,True,,,,True,True,,True,True
PATT0004752,True,,True,,True,,,,True,,True,True,True
PATT0004753,True,,True,,True,,,,,True,True,True,True
PATT0004754,True,,True,,,True,True,True,True,True,,,
PATT0004755,True,,True,,,True,True,True,True,,True,,
PATT0004756,True,,True,,,True,True,True,True,,,True,
PATT0004757,True,,True,,,True,True,True,True,,,,True
PATT0004758,True,,True,,,True,True,True,,True,True,,
PATT0004759,True,,True,,,True,True,True,,True,,True,
PATT0004760,True,,True,,,True,True,True,,True,,,True
PATT0004761,True,,True,,,True,True,True,,,True,True,
PATT0004762,True,,True,,,True,True,True,,,True,,True
PATT0004763,True,,True,,,True,True,True,,,,True,True
PATT0004764,True,,True,,,True,True,,True,True,True,,
PATT0004765,True,,True,,,True,True,,True,True,,True,
PATT0004766,True,,True,,,True,True,,True,True,,,True
PATT0004767,True,,True,,,True,True,,True,,True,True,
PATT0004768,True,,True,,,True,True,,True,,True,,True
PATT0004769,True,,True,,,True,True,,True,,,True,True
PATT0004770,True,,True,,,True,True,,,True,True,True,
PATT0004771,True,,True,,,True,True,,,True,True,,True
PATT0004772,True,,True,,,True,True,,,True,,True,True
PATT0004773,True,,True,,,True,True,,,,True,True,True
PATT0004774,True,,True,,,True,,True,True,True,True,,
PATT0004775,True,,True,,,True,,True,True,True,,True,
PATT0004776,True,,True,,,True,,True,True,True,,,True
PATT0004777,True,,True,,,True,,True,True,,True,True,
PATT0004778,True,,True,,,True,,True,True,,True,,True
PATT0004779,True,,True,,,True,,True,True,,,True,True
PATT0004780,True,,True,,,True,,True,,True,True,True,
PATT0004781,True,,True,,,True,,True,,True,True,,True
PATT0004782,True,,True,,,True,,True,,True,,True,True
PATT0004783,True,,True,,,True,,True,,,True,True,True
PATT0004784,True,,True,,,True,,,True,True,True,True,
PATT0004785,True,,True,,,True,,,True,True,True,,True
PATT0004786,True,,True,,,True,,,True,True,,True,True
PATT0004787,True,,True,,,True,,,True,,True,True,True
PATT0004788,True,,True,,,True,,,,True,True,True,True
PATT0004789,True,,True,,,,True,True,True,True,True,,
PATT0004790,True,,True,,,,True,True,True,True,,True,
PATT0004791,True,,True,,,,True,True,True,True,,,True
PATT0004792,True,,True,,,,True,True,True,,True,True,
PATT0004793,True,,True,,,,True,True,True,,True,,True
PATT0004794,True,,True,,,,True,True,True,,,True,True
PATT0004795,True,,True,,,,True,True,,True,True,True,
PATT0004796,True,,True,,,,True,True,,True,True,,True
PATT0004797,True,,True,,,,True,True,,True,,True,True
PATT0004798,True,,True,,,,True,True,,,True,True,True
PATT0004799,True,,True,,,,True,,True,True,True,True,
PATT0004800,True,,True,,,,True,,True,True,True,,True
PATT0004801,True,,True,,,,True,,True,True,,True,True
PATT0004802,True,,True,,,,True,,True,,True,True,True
PATT0004803,True,,True,,,,True,,,True,True,True,True
PATT0004804,True,,True,,,,,True,True,True,True,True,
PATT0004805,True,,True,,,,,True,True,True,True,,True
PATT0004806,True,,True,,,,,True,True,True,,True,True
PATT0004807,True,,True,,,,,True,True,,True,True,True
PATT0004808,True,,True,,,,,True,,True,True,True,True
PATT0004809,True,,True,,,,,,True,True,True,True,True
PATT0004810,True,,,True,True,True,True,True,True,,,,
PATT0004811,True,,,True,True,True,True,True,,True,,,
PATT0004812,True,,,True,True,True,True,True,,,True,,
PATT0004813,True,,,True,True,True,True,True,,,,True,
PATT0004814,True,,,True,True,True,True,True,,,,,True
PATT0004815,True,,,True,True,True,True,,True,True,,,
PATT0004816,True,,,True,True,True,True,,True,,True,,
PATT0004817,True,,,True,True,True,True,,True,,,True,
PATT0004818,True,,,True,True,True,True,,True,,,,True
PATT0004819,True,,,True,True,True,True,,,True,True,,
PATT0004820,True,,,True,True,True,True,,,True,,True,
PATT0004821,True,,,True,True,True,True,,,True,,,True
PATT0004822,True,,,True,True,True,True,,,,True,True,
PATT0004823,True,,,True,True,True,True,,,,True,,True
PATT0004824,True,,,True,True,True,True,,,,,True,True
PATT0004825,True,,,True,True,True,,True,True,True,,,
PATT0004826,True,,,True,True,True,,True,True,,True,,
PATT0004827,True,,,True,True,True,,True,True,,,True,
PATT0004828,True,,,True,True,True,,True,True,,,,True
PATT0004829,True,,,True,True,True,,True,,True,True,,
PATT0004830,True,,,True,True,True,,True,,True,,True,
PATT0004831,True,,,True,True,True,,True,,True,,,True
PATT0004832,True,,,True,True,True,,True,,,True,True,
PATT0004833,True,,,True,True,True,,True,,,True,,True
PATT0004834,True,,,True,True,True,,True,,,,True,True
PATT0004835,True,,,True,True,True,,,True,True,True,,
PATT0004836,True,,,True,True,True,,,True,True,,True,
PATT0004837,True,,,True,True,True,,,True,True,,,True
PATT0004838,True,,,True,True,True,,,True,,True,True,
PATT0004839,True,,,True,True,True,,,True,,True,,True
PATT0004840,True,,,True,True,True,,,True,,,True,True
PATT0004841,True,,,True,True,True,,,,True,True,True,
PATT0004842,True,,,True,True,True,,,,True,True,,True
PATT0004843,True,,,True,True,True,,,,True,,True,True
PATT0004844,True,,,True,True,True,,,,,True,True,True
PATT0004845,True,,,True,True,,True,True,True,True,,,
PATT0004846,True,,,True,True,,True,True,True,,True,,
PATT0004847,True,,,True,True,,True,True,True,,,True,
PATT0004848,True,,,True,True,,True,True,True,,,,True
PATT0004849,True,,,True,True,,True,True,,True,True,,
PATT0004850,True,,,True,True,,True,True,,True,,True,
PATT0004851,True,,,True,True,,True,True,,True,,,True
PATT0004852,True,,,True,True,,True,True,,,True,True,
PATT0004853,True,,,True,True,,True,True,,,True,,True
PATT0004854,True,,,True,True,,True,True,,,,True,True
PATT0004855,True,,,True,True,,True,,True,True,True,,
PATT0004856,True,,,True,True,,True,,True,True,,True,
PATT0004857,True,,,True,True,,True,,True,True,,,True
PATT0004858,True,,,True,True,,True,,True,,True,True,
PATT0004859,True,,,True,True,,True,,True,,True,,True
PATT0004860,True,,,True,True,,True,,True,,,True,True
PATT0004861,True,,,True,True,,True,,,True,True,True,
PATT0004862,True,,,True,True,,True,,,True,True,,True
PATT0004863,True,,,True,True,,True,,,True,,True,True
PATT0004864,True,,,True,True,,True,,,,True,True,True
PATT0004865,True,,,True,True,,,True,True,True,True,,
PATT0004866,True,,,True,True,,,True,True,True,,True,
PATT0004867,True,,,True,True,,,True,True,True,,,True
PATT0004868,True,,,True,True,,,True,True,,True,True,
PATT0004869,True,,,True,True,,,True,True,,True,,True
PATT0004870,True,,,True,True,,,True,True,,,True,True
PATT0004871,True,,,True,True,,,True,,True,True,True,
PATT0004872,True,,,True,True,,,True,,True,True,,True
PATT0004873,True,,,True,True,,,True,,True,,True,True
PATT0004874,True,,,True,True,,,True,,,True,True,True
PATT0004875,True,,,True,True,,,,True,True,True,True,
PATT0004876,True,,,True,True,,,,True,True,True,,True
PATT0004877,True,,,True,True,,,,True,True,,True,True
PATT0004878,True,,,True,True,,,,True,,True,True,True
PATT0004879,True,,,True,True,,,,,True,True,True,True
PATT0004880,True,,,True,,True,True,True,True,True,,,
PATT0004881,True,,,True,,True,True,True,True,,True,,
PATT0004882,True,,,True,,True,True,True,True,,,True,
PATT0004883,True,,,True,,True,True,True,True,,,,True
PATT0004884,True,,,True,,True,True,True,,True,True,,
PATT0004885,True,,,True,,True,True,True,,True,,True,
PATT0004886,True,,,True,,True,True,True,,True,,,True
PATT0004887,True,,,True,,True,True,True,,,True,True,
PATT0004888,True,,,True,,True,True,True,,,True,,True
PATT0004889,True,,,True,,True,True,True,,,,True,True
PATT0004890,True,,,True,,True,True,,True,True,True,,
PATT0004891,True,,,True,,True,True,,True,True,,True,
PATT0004892,True,,,True,,True,True,,True,True,,,True
PATT0004893,True,,,True,,True,True,,True,,True,True,
PATT0004894,True,,,True,,True,True,,True,,True,,True
PATT0004895,True,,,True,,True,True,,True,,,True,True
PATT0004896,True,,,True,,True,True,,,True,True,True,
PATT0004897,True,,,True,,True,True,,,True,True,,True
PATT0004898,True,,,True,,True,True,,,True,,True,True
PATT0004899,True,,,True,,True,True,,,,True,True,True
PATT0004900,True,,,True,,True,,True,True,True,True,,
PATT0004901,True,,,True,,True,,True,True,True,,True,
PATT0004902,True,,,True,,True,,True,True,True,,,True
PATT0004903,True,,,True,,True,,True,True,,True,True,
PATT0004904,True,,,True,,True,,True,True,,True,,True
PATT0004905,True,,,True,,True,,True,True,,,True,True
PATT0004906,True,,,True,,True,,True,,True,True,True,
PATT0004907,True,,,True,,True,,True,,True,True,,True
PATT0004908,True,,,True,,True,,True,,True,,True,True
PATT0004909,True,,,True,,True,,True,,,True,True,True
PATT0004910,True,,,True,,True,,,True,True,True,True,
PATT0004911,True,,,True,,True,,,True,True,True,,True
PATT0004912,True,,,True,,True,,,True,True,,True,True
PATT0004913,True,,,True,,True,,,True,,True,True,True
PATT0004914,True,,,True,,True,,,,True,True,True,True
PATT0004915,True,,,True,,,True,True,True,True,True,,
PATT0004916,True,,,True,,,True,True,True,True,,True,
PATT0004917,True,,,True,,,True,True,True,True,,,True
PATT0004918,True,,,True,,,True,True,True,,True,True,
PATT0004919,True,,,True,,,True,True,True,,True,,True
PATT0004920,True,,,True,,,True,True,True,,,True,True
PATT0004921,True,,,True,,,True,True,,True,True,True,
PATT0004922,True,,,True,,,True,True,,True,True,,True
PATT0004923,True,,,True,,,True,True,,True,,True,True
PATT0004924,True,,,True,,,True,True,,,True,True,True
PATT0004925,True,,,True,,,True,,True,True,True,True,
PATT0004926,True,,,True,,,True,,True,True,True,,True
PATT0004927,True,,,True,,,True,,True,True,,True,True
PATT0004928,True,,,True,,,True,,True,,True,True,True
PATT0004929,True,,,True,,,True,,,True,True,True,True
PATT0004930,True,,,True,,,,True,True,True,True,True,
PATT0004931,True,,,True,,,,True,True,True,True,,True
PATT0004932,True,,,True,,,,True,True,True,,True,True
PATT0004933,True,,,True,,,,True,True,,True,True,True
PATT0004934,True,,,True,,,,True,,True,True,True,True
PATT0004935,True,,,True,,,,,True,True,True,True,True
PATT0004936,True,,,,True,True,True,True,True,True,,,
PATT0004937,True,,,,True,True,True,True,True,,True,,
PATT0004938,True,,,,True,True,True,True,True,,,True,
PATT0004939,True,,,,True,True,True,True,True,,,,True
PATT0004940,True,,,,True,True,True,True,,True,True,,
PATT0004941,True,,,,True,True,True,True,,True,,True,
PATT0004942,True,,,,True,True,True,True,,True,,,True
PATT0004943,True,,,,True,True,True,True,,,True,True,
PATT0004944,True,,,,True,True,True,True,,,True,,True
PATT0004945,True,,,,True,True,True,True,,,,True,True
PATT0004946,True,,,,True,True,True,,True,True,True,,
PATT0004947,True,,,,True,True,True,,True,True,,True,
PATT0004948,True,,,,True,True,True,,True,True,,,True
PATT0004949,True,,,,True,True,True,,True,,True,True,
PATT0004950,True,,,,True,True,True,,True,,True,,True
PATT0004951,True,,,,True,True,True,,True,,,True,True
PATT0004952,True,,,,True,True,True,,,True,True,True,
PATT0004953,True,,,,True,True,True,,,True,True,,True
PATT0004954,True,,,,True,True,True,,,True,,True,True
PATT0004955,True,,,,True,True,True,,,,True,True,True
PATT0004956,True,,,,True,True,,True,True,True,True,,
PATT0004957,True,,,,True,True,,True,True,True,,True,
PATT0004958,True,,,,True,True,,True,True,True,,,True
PATT0004959,True,,,,True,True,,True,True,,True,True,
PATT0004960,True,,,,True,True,,True,True,,True,,True
PATT0004961,True,,,,True,True,,True,True,,,True,True
PATT0004962,True,,,,True,True,,True,,True,True,True,
PATT0004963,True,,,,True,True,,True,,True,True,,True
PATT0004964,True,,,,True,True,,True,,True,,True,True
PATT0004965,True,,,,True,True,,True,,,True,True,True
PATT0004966,True,,,,True,True,,,True,True,True,True,
PATT0004967,True,,,,True,True,,,True,True,True,,True
PATT0004968,True,,,,True,True,,,True,True,,True,True
PATT0004969,True,,,,True,True,,,True,,True,True,True
PATT0004970,True,,,,True,True,,,,True,True,True,True
PATT0004971,True,,,,True,,True,True,True,True,True,,
PATT0004972,True,,,,True,,True,True,True,True,,True,
PATT0004973,True,,,,True,,True,True,True,True,,,True
PATT0004974,True,,,,True,,True,True,True,,True,True,
PATT0004975,True,,,,True,,True,True,True,,True,,True
PATT0004976,True,,,,True,,True,True,True,,,True,True
PATT0004977,True,,,,True,,True,True,,True,True,True,
PATT0004978,True,,,,True,,True,True,,True,True,,True
PATT0004979,True,,,,True,,True,True,,True,,True,True
PATT0004980,True,,,,True,,True,True,,,True,True,True
PATT0004981,True,,,,True,,True,,True,True,True,True,
PATT0004982,True,,,,True,,True,,True,True,True,,True
PATT0004983,True,,,,True,,True,,True,True,,True,True
PATT0004984,True,,,,True,,True,,True,,True,True,True
PATT0004985,True,,,,True,,True,,,True,True,True,True
PATT0004986,True,,,,True,,,True,True,True,True,True,
PATT0004987,True,,,,True,,,True,True,True,True,,True
PATT0004988,True,,,,True,,,True,True,True,,True,True
PATT0004989,True,,,,True,,,True,True,,True,True,True
PATT0004990,True,,,,True,,,True,,True,True,True,True
PATT0004991,True,,,,True,,,,True,True,True,True,True
PATT0004992,True,,,,,True,True,True,True,True,True,,
PATT0004993,True,,,,,True,True,True,True,True,,True,
PATT0004994,True,,,,,True,True,True,True,True,,,True
PATT0004995,True,,,,,True,True,True,True,,True,True,
PATT0004996,True,,,,,True,True,True,True,,True,,True
PATT0004997,True,,,,,True,True,True,True,,,True,True
PATT0004998,True,,,,,True,True,True,,True,True,True,
PATT0004999,True,,,,,True,True,True,,True,True,,True
PATT0005000,True,,,,,True,True,True,,True,,True,True
PATT0005001,True,,,,,True,True,True,,,True,True,True
PATT0005002,True,,,,,True,True,,True,True,True,True,
PATT0005003,True,,,,,True,True,,True,True,True,,True
PATT0005004,True,,,,,True,True,,True,True,,True,True
PATT0005005,True,,,,,True,True,,True,,True,True,True
PATT0005006,True,,,,,True,True,,,True,True,True,True
PATT0005007,True,,,,,True,,True,True,True,True,True,
PATT0005008,True,,,,,True,,True,True,True,True,,True
PATT0005009,True,,,,,True,,True,True,True,,True,True
PATT0005010,True,,,,,True,,True,True,,True,True,True
PATT0005011,True,,,,,True,,True,,True,True,True,True
PATT0005012,True,,,,,True,,,True,True,True,True,True
PATT0005013,True,,,,,,True,True,True,True,True,True,
PATT0005014,True,,,,,,True,True,True,True,True,,True
PATT0005015,True,,,,,,True,True,True,True,,True,True
PATT0005016,True,,,,,,True,True,True,,True,True,True
PATT0005017,True,,,,,,True,True,,True,True,True,True
PATT0005018,True,,,,,,True,,True,True,True,True,True
PATT0005019,True,,,,,,,True,True,True,True,True,True
PATT0005020,,True,True,True,True,True,True,True,,,,,
PATT0005021,,True,True,True,True,True,True,,True,,,,
PATT0005022,,True,True,True,True,True,True,,,True,,,
PATT0005023,,True,True,True,True,True,True,,,,True,,
PATT0005024,,True,True,True,True,True,True,,,,,True,
PATT0005025,,True,True,True,True,True,True,,,,,,True
PATT0005026,,True,True,True,True,True,,True,True,,,,
PATT0005027,,True,True,True,True,True,,True,,True,,,
PATT0005028,,True,True,True,True,True,,True,,,True,,
PATT0005029,,True,True,True,True,True,,True,,,,True,
PATT0005030,,True,True,True,True,True,,True,,,,,True
PATT0005031,,True,True,True,True,True,,,True,True,,,
PATT0005032,,True,True,True,True,True,,,True,,True,,
PATT0005033,,True,True,True,True,True,,,True,,,True,
PATT0005034,,True,True,True,True,True,,,True,,,,True
PATT0005035,,True,True,True,True,True,,,,True,True,,
PATT0005036,,True,True,True,True,True,,,,True,,True,
PATT0005037,,True,True,True,True,True,,,,True,,,True
PATT0005038,,True,True,True,True,True,,,,,True,True,
PATT0005039,,True,True,True,True,True,,,,,True,,True
PATT0005040,,True,True,True,True,True,,,,,,True,True
PATT0005041,,True,True,True,True,,True,True,True,,,,
PATT0005042,,True,True,True,True,,True,True,,True,,,
PATT0005043,,True,True,True,True,,True,True,,,True,,
PATT0005044,,True,True,True,True,,True,True,,,,True,
PATT0005045,,True,True,True,True,,True,True,,,,,True
PATT0005046,,True,True,True,True,,True,,True,True,,,
PATT0005047,,True,True,True,True,,True,,True,,True,,
PATT0005048,,True,True,True,True,,True,,True,,,True,
PATT0005049,,True,True,True,True,,True,,True,,,,True
PATT0005050,,True,True,True,True,,True,,,True,True,,
PATT0005051,,True,True,True,True,,True,,,True,,True,
PATT0005052,,True,True,True,True,,True,,,True,,,True
PATT0005053,,True,True,True,True,,True,,,,True,True,
PATT0005054,,True,True,True,True,,True,,,,True,,True
PATT0005055,,True,True,True,True,,True,,,,,True,True
PATT0005056,,True,True,True,True,,,True,True,True,,,
PATT0005057,,True,True,True,True,,,True,True,,True,,
PATT0005058,,True,True,True,True,,,True,True,,,True,
PATT0005059,,True,True,True,True,,,True,True,,,,True
PATT0005060,,True,True,True,True,,,True,,True,True,,
PATT0005061,,True,True,True,True,,,True,,True,,True,
PATT0005062,,True,True,True,True,,,True,,True,,,True
PATT0005063,,True,True,True,True,,,True,,,True,True,
PATT0005064,,True,True,True,True,,,True,,,True,,True
PATT0005065,,True,True,True,True,,,True,,,,True,True
PATT0005066,,True,True,True,True,,,,True,True,True,,
PATT0005067,,True,True,True,True,,,,True,True,,True,
PATT0005068,,True,True,True,True,,,,True,True,,,True
PATT0005069,,True,True,True,True,,,,True,,True,True,
PATT0005070,,True,True,True,True,,,,True,,True,,True
PATT0005071,,True,True,True,True,,,,True,,,True,True
PATT0005072,,True,True,True,True,,,,,True,True,True,
PATT0005073,,True,True,True,True,,,,,True,True,,True
PATT0005074,,True,True,True,True,,,,,True,,True,True
PATT0005075,,True,True,True,True,,,,,,True,True,True
PATT0005076,,True,True,True,,True,True,True,True,,,,
PATT0005077,,True,True,True,,True,True,True,,True,,,
PATT0005078,,True,True,True,,True,True,True,,,True,,
PATT0005079,,True,True,True,,True,True,True,,,,True,
PATT0005080,,True,True,True,,True,True,True,,,,,True
PATT0005081,,True,True,True,,True,True,,True,True,,,
PATT0005082,,True,True,True,,True,True,,True,,True,,
PATT0005083,,True,True,True,,True,True,,True,,,True,
PATT0005084,,True,True,True,,True,True,,True,,,,True
PATT0005085,,True,True,True,,True,True,,,True,True,,
PATT0005086,,True,True,True,,True,True,,,True,,True,
PATT0005087,,True,True,True,,True,True,,,True,,,True
PATT0005088,,True,True,True,,True,True,,,,True,True,
PATT0005089,,True,True,True,,True,True,,,,True,,True
PATT0005090,,True,True,True,,True,True,,,,,True,True
PATT0005091,,True,True,True,,True,,True,True,True,,,
PATT0005092,,True,True,True,,True,,True,True,,True,,
PATT0005093,,True,True,True,,True,,True,True,,,True,
PATT0005094,,True,True,True,,True,,True,True,,,,True
PATT0005095,,True,True,True,,True,,True,,True,True,,
PATT0005096,,True,True,True,,True,,True,,True,,True,
PATT0005097,,True,True,True,,True,,True,,True,,,True
PATT0005098,,True,True,True,,True,,True,,,True,True,
PATT0005099,,True,True,True,,True,,True,,,True,,True
PATT0005100,,True,True,True,,True,,True,,,,True,True
PATT0005101,,True,True,True,,True,,,True,True,True,,
PATT0005102,,True,True,True,,True,,,True,True,,True,
PATT0005103,,True,True,True,,True,,,True,True,,,True
PATT0005104,,True,True,True,,True,,,True,,True,True,
PATT0005105,,True,True,True,,True,,,True,,True,,True
PATT0005106,,True,True,True,,True,,,True,,,True,True
PATT0005107,,True,True,True,,True,,,,True,True,True,
PATT0005108,,True,True,True,,True,,,,True,True,,True
PATT0005109,,True,True,True,,True,,,,True,,True,True
PATT0005110,,True,True,True,,True,,,,,True,True,True
PATT0005111,,True,True,True,,,True,True,True,True,,,
PATT0005112,,True,True,True,,,True,True,True,,True,,
PATT0005113,,True,True,True,,,True,True,True,,,True,
PATT0005114,,True,True,True,,,True,True,True,,,,True
PATT0005115,,True,True,True,,,True,True,,True,True,,
PATT0005116,,True,True,True,,,True,True,,True,,True,
PATT0005117,,True,True,True,,,True,True,,True,,,True
PATT0005118,,True,True,True,,,True,True,,,True,True,
PATT0005119,,True,True,True,,,True,True,,,True,,True
PATT0005120,,True,True,True,,,True,True,,,,True,True
PATT0005121,,True,True,True,,,True,,True,True,True,,
PATT0005122,,True,True,True,,,True,,True,True,,True,
PATT0005123,,True,True,True,,,True,,True,True,,,True
PATT0005124,,True,True,True,,,True,,True,,True,True,
PATT0005125,,True,True,True,,,True,,True,,True,,True
PATT0005126,,True,True,True,,,True,,True,,,True,True
PATT0005127,,True,True,True,,,True,,,True,True,True,
PATT0005128,,True,True,True,,,True,,,True,True,,True
PATT0005129,,True,True,True,,,True,,,True,,True,True
PATT0005130,,True,True,True,,,True,,,,True,True,True
PATT0005131,,True,True,True,,,,True,True,True,True,,
PATT0005132,,True,True,True,,,,True,True,True,,True,
PATT0005133,,True,True,True,,,,True,True,True,,,True
PATT0005134,,True,True,True,,,,True,True,,True,True,
PATT0005135,,True,True,True,,,,True,True,,True,,True
PATT0005136,,True,True,True,,,,True,True,,,True,True
PATT0005137,,True,True,True,,,,True,,True,True,True,
PATT0005138,,True,True,True,,,,True,,True,True,,True
PATT0005139,,True,True,True,,,,True,,True,,True,True
PATT0005140,,True,True,True,,,,True,,,True,True,True
PATT0005141,,True,True,True,,,,,True,True,True,True,
PATT0005142,,True,True,True,,,,,True,True,True,,True
PATT0005143,,True,True,True,,,,,True,True,,True,True
PATT0005144,,True,True,True,,,,,True,,True,True,True
PATT0005145,,True,True,True,,,,,,True,True,True,True
PATT0005146,,True,True,,True,True,True,True,True,,,,
PATT0005147,,True,True,,True,True,True,True,,True,,,
PATT0005148,,True,True,,True,True,True,True,,,True,,
PATT0005149,,True,True,,True,True,True,True,,,,True,
PATT0005150,,True,True,,True,True,True,True,,,,,True
PATT0005151,,True,True,,True,True,True,,True,True,,,
PATT0005152,,True,True,,True,True,True,,True,,True,,
PATT0005153,,True,True,,True,True,True,,True,,,True,
PATT0005154,,True,True,,True,True,True,,True,,,,True
